DIA;CONC MARCH;CONC CIPER;MTT;%MTT
6;16,2;0,5;0,212;112,4337065
6;16,2;0,5;0,16;84,85562758
6;16,2;0,5;0,161;85,38597525
6;16,2;0,5;0,15;79,55215085
6;16,2;0,5;0,164;86,97701827
6;16,2;0,5;0,175;92,81084266
6;16,2;0,5;0,17;90,1591043
6;16,2;0,5;0,205;108,7212728
6;16,2;0,5;0,159;84,32527991
6;16,2;0,5;0,186;98,64466706
6;16,2;0,5;0,193;102,3571008
6;16,2;0,5;0,21;111,3730112
6;16,2;0,5;0,177;93,87153801
6;40,5;1,25;0,13;68,94519741
6;40,5;1,25;0,134;71,0665881
6;40,5;1,25;0,145;76,90041249
6;40,5;1,25;0,167;88,56806128
6;40,5;1,25;0,184;97,58397171
6;40,5;1,25;0,162;85,91632292
6;40,5;1,25;0,139;73,71832646
6;40,5;1,25;0,15;79,55215085
6;40,5;1,25;0,147;77,96110784
6;40,5;1,25;0,166;88,03771361
6;40,5;1,25;0,175;92,81084266
6;40,5;1,25;0,179;94,93223335
6;40,5;1,25;0,174;92,28049499
6;40,5;1,25;0,137;72,65763111
6;40,5;1,25;0,169;89,62875663
6;40,5;1,25;0,168;89,09840896
6;40,5;1,25;0,207;109,7819682
6;40,5;1,25;0,12;63,64172068
6;81;2,5;0,08;42,42781379
6;81;2,5;0,091;48,26163819
6;81;2,5;0,091;48,26163819
6;81;2,5;0,128;67,88450206
6;81;2,5;0,117;62,05067767
6;81;2,5;0,125;66,29345905
6;81;2,5;0,098;51,97407189
6;81;2,5;0,114;60,45963465
6;81;2,5;0,1;53,03476724
6;81;2,5;0,082;43,48850913
6;81;2,5;0,102;54,09546258
6;81;2,5;0,119;63,11137301
6;81;2,5;0,121;64,17206836
6;81;2,5;0,089;47,20094284
6;81;2,5;0,11;58,33824396
6;81;2,5;0,08;42,42781379
6;81;2,5;0,144;76,37006482
6;81;2,5;0,097;51,44372422
6;162;5;0,012;6,364172068
6;162;5;0,013;6,894519741
6;162;5;0,006;3,182086034
6;162;5;0,009;4,773129051
6;162;5;0,008;4,242781379
6;162;5;0,012;6,364172068
6;162;5;0,006;3,182086034
6;162;5;0,008;4,242781379
6;162;5;0,005;2,651738362
6;162;5;0,01;5,303476724
6;162;5;0,01;5,303476724
6;162;5;0,007;3,712433707
6;162;5;0,028;14,84973483
6;162;5;0,009;4,773129051
6;162;5;0,01;5,303476724
6;162;5;0,01;5,303476724
6;162;5;0,012;6,364172068
6;162;5;0,03;15,91043017
6;405;12,5;0,02;10,60695345
6;405;12,5;0,023;12,19799646
6;405;12,5;0,008;4,242781379
6;405;12,5;0,006;3,182086034
6;405;12,5;0,004;2,121390689
6;405;12,5;0,017;9,01591043
6;405;12,5;0,005;2,651738362
6;405;12,5;0,009;4,773129051
6;405;12,5;0,016;8,485562758
6;405;12,5;0,032;16,97112552
6;405;12,5;0,011;5,833824396
6;405;12,5;0,019;10,07660577
6;405;12,5;0,034;18,03182086
6;405;12,5;0,009;4,773129051
6;405;12,5;0,016;8,485562758
6;405;12,5;0,006;3,182086034
6;405;12,5;0,018;9,546258103
6;405;12,5;0,047;24,9263406
6;810;25;0,026;13,78903948
6;810;25;0,034;18,03182086
6;810;25;0,009;4,773129051
6;810;25;0,01;5,303476724
6;810;25;0,007;3,712433707
6;810;25;0,014;7,424867413
6;810;25;0,01;5,303476724
6;810;25;0,02;10,60695345
6;810;25;0,017;9,01591043
6;810;25;0,019;10,07660577
6;810;25;0,012;6,364172068
6;810;25;0,018;9,546258103
6;810;25;0,019;10,07660577
6;810;25;0,016;8,485562758
6;810;25;0,019;10,07660577
6;810;25;0,011;5,833824396
6;810;25;0,022;11,66764879
6;810;25;0,026;13,78903948
7;0;0;0,421;99,47819238
7;0;0;0,449;106,0943192
7;0;0;0,419;99,00561189
7;0;0;0,442;104,4402875
7;0;0;0,446;105,3854485
7;0;0;0,465;109,8749631
7;0;0;0,454;107,2757704
7;0;0;0,46;108,6935119
7;0;0;0,465;109,8749631
7;0;0;0,454;107,2757704
7;0;0;0,494;116,7273801
7;0;0;0,486;114,8370582
7;0;0;0,443;104,6765777
7;0;0;0,698;164,9305897
7;0;0;0,171;40,40563158
7;0;0;0,286;67,57900955
7;0;0;0,299;70,65078271
7;0;0;0,319;75,37658758
7;0;0;0,39;92,15319484
7;0;0;0,362;85,53706803
7;0;0;0,377;89,08142168
7;0;0;0,459;108,4572216
7;0;0;0,414;97,82416068
7;0;0;0,484;114,3644777
7;8,1;0,25;0,404;95,46125825
7;8,1;0,25;0,433;102,3136753
7;8,1;0,25;0,411;97,11528995
7;8,1;0,25;0,394;93,09835581
7;8,1;0,25;0,397;93,80722654
7;8,1;0,25;0,441;104,2039972
7;8,1;0,25;0,398;94,04351679
7;8,1;0,25;0,445;105,1491582
7;8,1;0,25;0,444;104,912868
7;8,1;0,25;0,466;110,1112533
7;8,1;0,25;0,484;114,3644777
7;8,1;0,25;0,46;108,6935119
7;8,1;0,25;0,413;97,58787043
7;8,1;0,25;0,48;113,4193167
7;8,1;0,25;0,168;39,69676085
7;8,1;0,25;0,258;60,96288274
7;8,1;0,25;0,305;72,06852417
7;8,1;0,25;0,304;71,83223393
7;8,1;0,25;0,365;86,24593876
7;8,1;0,25;0,365;86,24593876
7;8,1;0,25;0,316;74,66771685
7;8,1;0,25;0,414;97,82416068
7;8,1;0,25;0,37;87,42738998
7;8,1;0,25;0,458;108,2209314
7;16,2;0,5;0,323;76,32174855
7;16,2;0,5;0,403;95,224968
7;16,2;0,5;0,352;83,1741656
7;16,2;0,5;0,359;84,8281973
7;16,2;0,5;0,369;87,19109973
7;16,2;0,5;0,368;86,95480949
7;16,2;0,5;0,402;94,98867776
7;16,2;0,5;0,397;93,80722654
7;16,2;0,5;0,402;94,98867776
7;16,2;0,5;0,404;95,46125825
7;16,2;0,5;0,419;99,00561189
7;16,2;0,5;0,479;113,1830265
7;16,2;0,5;0,432;102,0773851
7;16,2;0,5;0,381;90,02658265
7;16,2;0,5;0,121;28,59111943
7;16,2;0,5;0,202;47,73062912
7;16,2;0,5;0,241;56,94594861
7;16,2;0,5;0,248;58,59998031
7;16,2;0,5;0,291;68,76046077
7;16,2;0,5;0,314;74,19513636
7;16,2;0,5;0,283;66,87013882
7;16,2;0,5;0,366;86,482229
7;16,2;0,5;0,314;74,19513636
7;16,2;0,5;0,412;97,35158019
7;40,5;1,25;0,352;83,1741656
7;40,5;1,25;0,398;94,04351679
7;40,5;1,25;0,341;80,57497293
7;40,5;1,25;0,37;87,42738998
7;40,5;1,25;0,367;86,71851925
7;40,5;1,25;0,405;95,69754849
7;40,5;1,25;0,369;87,19109973
7;40,5;1,25;0,408;96,40641922
7;40,5;1,25;0,398;94,04351679
7;40,5;1,25;0,419;99,00561189
7;40,5;1,25;0,42;99,24190214
7;40,5;1,25;0,461;108,9298021
7;40,5;1,25;0,415;98,06045092
7;40,5;1,25;0,399;94,27980703
7;40,5;1,25;0,175;41,35079256
7;40,5;1,25;0,185;43,71369499
7;40,5;1,25;0,212;50,09353155
7;40,5;1,25;0,233;55,05562666
7;40,5;1,25;0,268;63,32578517
7;40,5;1,25;0,31;73,24997539
7;40,5;1,25;0,282;66,63384858
7;40,5;1,25;0,365;86,24593876
7;40,5;1,25;0,335;79,15723147
7;40,5;1,25;0,353;83,41045584
7;81;2,5;0,287;67,81529979
7;81;2,5;0,34;80,33868268
7;81;2,5;0,32;75,61287782
7;81;2,5;0,341;80,57497293
7;81;2,5;0,347;81,99271438
7;81;2,5;0,339;80,10239244
7;81;2,5;0,34;80,33868268
7;81;2,5;0,353;83,41045584
7;81;2,5;0,334;78,92094122
7;81;2,5;0,367;86,71851925
7;81;2,5;0,369;87,19109973
7;81;2,5;0,409;96,64270946
7;81;2,5;0,387;91,44432411
7;81;2,5;0,382;90,2628729
7;81;2,5;0,141;33,31692429
7;81;2,5;0,112;26,46450724
7;81;2,5;0,174;41,11450231
7;81;2,5;0,18;42,53224377
7;81;2,5;0,215;50,80240228
7;81;2,5;0,265;62,61691444
7;81;2,5;0,21;49,62095107
7;81;2,5;0,289;68,28788028
7;81;2,5;0,253;59,78143153
7;81;2,5;0,338;79,8661022
7;162;5;0,239;56,47336812
7;162;5;0,274;64,74352663
7;162;5;0,264;62,3806242
7;162;5;0,272;64,27094615
7;162;5;0,266;62,85320469
7;162;5;0,278;65,6886876
7;162;5;0,244;57,65481934
7;162;5;0,254;60,01772177
7;162;5;0,205;48,43949985
7;162;5;0,261;61,67175347
7;162;5;0,253;59,78143153
7;162;5;0,298;70,41449247
7;162;5;0,283;66,87013882
7;162;5;0,298;70,41449247
7;162;5;0,024;5,670965836
7;162;5;0,014;3,308063405
7;162;5;0,016;3,780643891
7;162;5;0,033;7,797578025
7;162;5;0,076;17,95805848
7;162;5;0,077;18,19434873
7;162;5;0,061;14,41370483
7;162;5;0,136;32,13547307
7;162;5;0,108;25,51934626
7;162;5;0,222;52,45643399
7;405;12,5;0,012;2,835482918
7;405;12,5;0,011;2,599192675
7;405;12,5;0,014;3,308063405
7;405;12,5;0,015;3,544353648
7;405;12,5;0,011;2,599192675
7;405;12,5;0,016;3,780643891
7;405;12,5;0,007;1,654031702
7;405;12,5;0,016;3,780643891
7;405;12,5;0,011;2,599192675
7;405;12,5;0,008;1,890321945
7;405;12,5;0,006;1,417741459
7;405;12,5;0,013;3,071773161
7;405;12,5;0,027;6,379836566
7;405;12,5;0,015;3,544353648
7;405;12,5;0,014;3,308063405
7;405;12,5;0,013;3,071773161
7;405;12,5;0,017;4,016934134
7;405;12,5;0,015;3,544353648
7;405;12,5;0,017;4,016934134
7;405;12,5;0,014;3,308063405
7;405;12,5;0,009;2,126612189
7;405;12,5;0,01;2,362902432
7;405;12,5;0,007;1,654031702
7;405;12,5;0,013;3,071773161
7;810;25;0,007;1,654031702
7;810;25;0,008;1,890321945
7;810;25;0,009;2,126612189
7;810;25;0,012;2,835482918
7;810;25;0,012;2,835482918
7;810;25;0,012;2,835482918
7;810;25;0,012;2,835482918
7;810;25;0,016;3,780643891
7;810;25;0,019;4,48951462
7;810;25;0,013;3,071773161
7;810;25;0,016;3,780643891
7;810;25;0,009;3,780643891
7;810;25;0,014;2,126612189
7;810;25;0,01;2,362902432
7;810;25;0,009;2,126612189
7;810;25;0,012;2,835482918
7;810;25;0,007;1,654031702
7;810;25;0,009;2,126612189
7;810;25;0,008;1,890321945
7;810;25;0,014;3,308063405
7;810;25;0,008;1,890321945
7;810;25;0,007;1,654031702
7;810;25;0,007;1,654031702
7;810;25;0,008;1,890321945
